iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities;Repetition
0;71167;99670;17151;28437;330138;0;0;gzip;2;cov;cat_repeat4.csv
0;72144;100341;17151;28559;330748;0;0;gzip;1;bloated;cat_repeat4.csv
0;61585;82520;14282;24649;279358;0;0;mkdir;2;bloated;cat_repeat4.csv
0;72204;98327;17578;28521;319518;0;0;gzip;1;debop;cat_repeat4.csv
0;60547;86792;14832;24223;283751;0;0;printokens2;2;debop;cat_repeat4.csv
0;71777;97046;16602;28384;336241;0;0;gzip;2;debop;cat_repeat4.csv
0;62256;83618;15991;24431;288207;0;0;mkdir;1;chisel;cat_repeat4.csv
0;61646;86304;14770;24394;284850;0;0;date;1;debop;cat_repeat4.csv
0;98999;139648;23926;40372;465026;0;0;grep;2;chisel;cat_repeat4.csv
0;71350;100036;17151;28411;320922;0;0;gzip;1;cov;cat_repeat4.csv
0;62195;85693;14954;24892;285522;0;0;mkdir;2;cov;cat_repeat4.csv
0;60913;82642;14770;24417;276306;0;0;date;2;chisel;cat_repeat8.csv
0;61157;83923;15808;24671;287536;0;0;mkdir;1;debop;cat_repeat8.csv
0;61157;83191;14892;24648;285705;0;0;sed;2;chisel;cat_repeat8.csv
0;61157;83435;14404;24149;274352;0;0;printokens2;1;cov;cat_repeat8.csv
0;113281;158020;27404;47035;535705;0;0;gzip;1;chisel;cat_repeat8.csv
0;61523;86060;15137;24506;283934;0;4;sed;1;debop;cat_repeat8.csv
0;93689;129699;22339;37970;436156;0;0;grep;1;chisel;cat_repeat8.csv
0;62011;85938;14893;24757;284911;0;0;date;2;cov;cat_repeat8.csv
0;60791;82641;14282;24302;275084;0;0;printokens2;2;bloated;cat_repeat8.csv
0;60607;82641;14221;24200;274170;0;0;printokens2;1;debop;cat_repeat8.csv
0;70129;98571;17212;28695;331298;0;0;grep;2;debop;cat_repeat8.csv
0;64453;88989;15503;26055;295470;0;0;grep;1;cov;cat_repeat8.csv
0;71350;96374;17212;28786;328917;0;0;grep;2;cov;cat_repeat8.csv
0;64392;89539;15442;26061;297118;0;0;grep;1;debop;cat_repeat8.csv
0;73791;88317;15014;26773;313537;0;0;date;1;bloated;cat_repeat8.csv
0;61645;85998;14893;24920;285521;0;0;mkdir;2;debop;cat_repeat8.csv
0;71289;96741;16601;28441;321166;0;0;gzip;2;bloated;cat_repeat8.csv
0;62134;83435;14282;24610;273681;0;0;date;2;bloated;cat_repeat8.csv
0;60485;83435;14832;24277;284851;0;0;printokens2;2;cov;cat_repeat8.csv
0;64941;89355;15564;26186;296936;0;0;grep;1;bloated;cat_repeat8.csv
0;60913;85998;14953;24614;286071;0;0;mkdir;2;chisel;cat_repeat8.csv
0;61462;82886;15136;24519;285949;0;4;sed;1;bloated;cat_repeat8.csv
0;71106;99121;17212;28922;330809;0;0;grep;2;bloated;cat_repeat8.csv
0;62195;82824;14221;24597;284606;0;0;printokens2;1;bloated;cat_repeat8.csv
0;62195;87036;16296;24591;275451;61;0;date;2;debop;cat_repeat8.csv
0;60302;85754;14282;24241;274109;0;0;printokens2;2;chisel;cat_repeat8.csv
0;62195;88013;16357;24736;287047;0;4;sed;2;debop;cat_repeat8.csv
0;61707;86181;14954;24691;286437;0;0;mkdir;1;bloated;cat_repeat8.csv
0;61950;87036;14893;24524;283935;0;4;sed;1;cov;cat_repeat8.csv
0;61157;82947;14771;24683;284972;0;4;sed;2;cov;cat_repeat8.csv
0;61218;85998;14771;24407;285826;0;0;date;1;cov;cat_repeat8.csv
0;113769;158020;27161;47077;534972;0;0;gzip;2;chisel;cat_repeat8.csv
0;62927;85877;15136;25096;286376;0;0;mkdir;1;cov;cat_repeat8.csv
0;60608;85998;14221;24240;277099;0;0;date;1;chisel;cat_repeat8.csv
0;62744;83862;14282;24590;273376;0;4;sed;2;bloated;cat_repeat8.csv
0;62378;89477;16662;24320;282104;0;0;printokens2;1;chisel;cat_repeat8.csv
0;62073;85938;14832;24709;285217;0;0;sed;1;chisel;cat_repeat8.csv
0;71655;101501;17150;28503;331176;0;0;gzip;2;cov;cat_repeat8.csv
